NC_046312.1	15619	23082	CM008833.1	17107906	17114009	+
NC_046312.1	41539	42129	CM008849.1	2469679	2470177	+
NC_046312.1	42858	51610	CM008833.1	8796762	8802968	+
NC_046312.1	53405	67585	CM008833.1	8818869	8846290	+
NC_046312.1	90146	90804	CM008857.1	48520947	48521606	+
NC_046312.1	116292	116539	PDMY01000058.1	3921	4158	+
NC_046312.1	247815	248319	CM008829.1	109991872	109992357	+
NC_046312.1	258509	258668	CM008834.1	16488775	16488931	+
NC_046312.1	266679	266787	CM008832.1	58604568	58604676	+
NC_046312.1	272107	272287	CM008828.1	150164139	150164319	+
NC_046312.1	338269	338322	CM008828.1	89947579	89947632	+
NC_046312.1	342059	342180	CM008839.1	197351	197473	+
NC_046312.1	348852	350272	PDMY01000174.1	55725	57121	+
NC_046312.1	358504	358693	CM008828.1	99538600	99538790	+
NC_046312.1	361068	362122	CM008830.1	27944882	27945870	+
NC_046312.1	368339	368485	CM008830.1	86971130	86971274	+
NC_046312.1	423680	424079	CM008832.1	58461523	58461912	+
NC_046312.1	431930	432059	CM008832.1	58437096	58437221	+
NC_046312.1	435332	435510	CM008829.1	96563262	96563435	+
NC_046312.1	437094	437374	CM008832.1	58440456	58440740	+
NC_046312.1	441152	441292	CM008832.1	58444544	58444679	+
NC_046312.1	450700	450850	CM008828.1	127334104	127334251	+
NC_046312.1	450850	451072	CM008828.1	165058853	165059075	+
NC_046312.1	451474	451678	CM008850.1	1226785	1226991	+
NC_046312.1	451792	451865	CM008854.1	2140606	2140682	+
NC_046312.1	475327	475430	CM008833.1	32971902	32972005	+
NC_046312.1	477122	477228	CM008831.1	31361266	31361373	+
NC_046312.1	496469	496809	CM008828.1	179150781	179151119	+
NC_046312.1	526439	526611	CM008829.1	95712276	95712455	+
NC_046312.1	585989	586370	CM008830.1	47791285	47791514	+
NC_046312.1	606076	606138	CM008845.1	3352483	3352538	+
NC_046312.1	617299	617726	CM008832.1	58389441	58389844	+
NC_046312.1	639594	639747	CM008831.1	89261839	89261997	+
NC_046312.1	716566	716681	CM008828.1	103800945	103801057	+
NC_046312.1	735951	736266	CM008857.1	74641540	74641860	+
NC_046312.1	749277	749356	CM008837.1	18986488	18986566	+
NC_046312.1	755626	755691	PDMY01001632.1	4432	4497	+
NC_046312.1	849376	849686	CM008832.1	58218691	58218960	+
NC_046312.1	876589	876701	CM008833.1	20213485	20213598	+
NC_046312.1	963551	963785	CM008829.1	139960526	139960759	+
NC_046312.1	987177	987388	CM008829.1	65881587	65881783	+
NC_046312.1	1003384	1003476	CM008829.1	128838475	128838562	+
NC_046312.1	1015502	1015573	CM008828.1	193558213	193558284	+
