CM023912.1	27683	27848	CM012309.1	62780759	62780924	+
CM023912.1	34435	168869	CM012309.1	62787514	62964939	+
CM023912.1	170758	170947	CM012309.1	62967658	62967841	+
CM023912.1	190243	190323	CM012309.1	63116162	63116238	+
CM023912.1	197973	198724	CM012309.1	63143225	63143802	+
CM023912.1	199190	199360	CM012306.1	241910023	241910193	+
CM023912.1	201489	225896	CM012309.1	63152952	63189116	+
CM023912.1	257227	257495	CM012308.1	20656252	20656505	+
CM023912.1	280638	280737	CM012306.1	272448681	272448786	+
CM023912.1	296373	296611	CM012309.1	63307181	63307399	+
CM023912.1	298692	299103	CM012309.1	63312050	63312469	+
CM023912.1	320117	322190	CM012309.1	63328609	63330690	+
CM023912.1	326442	327457	CM012309.1	63334786	63335798	+
CM023912.1	328664	328806	CM012309.1	63338826	63338959	+
CM023912.1	338946	339430	CM012309.1	63358390	63358882	+
CM023912.1	341372	341575	CM012309.1	63364916	63365116	+
CM023912.1	345365	354374	CM012309.1	63372711	63383828	+
CM023912.1	358139	360463	CM012309.1	63386575	63387803	+
CM023912.1	364706	367435	CM012309.1	63390750	63392079	+
CM023912.1	373888	374487	CM012309.1	63395583	63396222	+
CM023912.1	382082	396039	CM012309.1	63400311	63421181	+
CM023912.1	428792	429400	CM012309.1	63461424	63462024	+
CM023912.1	477494	478145	CM012309.1	63518284	63518989	+
CM023912.1	484282	484393	CM012309.1	63532264	63532367	+
CM023912.1	488760	488979	CM012309.1	63547948	63548165	+
CM023912.1	497930	498094	CM012309.1	63555271	63555424	+
CM023912.1	536690	536788	CM012309.1	63605249	63605346	+
CM023912.1	537583	537791	CM012309.1	63607427	63607635	+
CM023912.1	540371	540652	CM012309.1	63617054	63617334	+
CM023912.1	543366	543592	CM012309.1	63622302	63622528	+
CM023912.1	550720	550806	CM012309.1	63627424	63627514	+
CM023912.1	552359	552543	CM012309.1	63630282	63630466	+
CM023912.1	555329	555479	CM012309.1	63635717	63635867	+
CM023912.1	562563	562697	CM012309.1	63638048	63638182	+
CM023912.1	565944	586391	CM012309.1	63651302	63675121	+
CM023912.1	591340	591794	CM012309.1	63678503	63678948	+
CM023912.1	622919	623328	PDHV02000956.1	29	2434	-
CM023912.1	624915	625021	CM012310.1	55936361	55936467	+
CM023912.1	633304	633371	PDHV02000056.1	47834	47901	+
CM023912.1	682317	682398	CM012308.1	54550445	54550526	+
CM023912.1	686399	686551	CM012306.1	273422167	273422316	+
CM023912.1	705792	705921	PDHV02004600.1	266	395	-
CM023912.1	708396	708902	CM012312.1	61220986	61222978	+
CM023912.1	712294	712413	PDHV02000525.1	5329	5448	+
CM023912.1	714413	714616	PDHV02000525.1	7367	7574	+
CM023912.1	739133	739285	CM012311.1	29205748	29205896	+
CM023912.1	739285	739675	CM012308.1	175577490	175577850	+
CM023912.1	739675	739940	CM012323.1	87404170	87404526	+
CM023912.1	747349	747420	PDHV02002440.1	1176	1247	+
CM023912.1	755653	755753	PDHV02000684.1	3	103	+
CM023912.1	756980	757087	PDHV02000684.1	1586	1695	+
CM023912.1	757749	757805	PDHV02000130.1	12962	13018	-
CM023912.1	760487	760602	CM012307.1	155085414	155085515	+
CM023912.1	768531	768754	PDHV02001481.1	1752	1972	-
CM023912.1	792546	792781	CM012309.1	56206066	56206303	+
CM023912.1	793984	794047	CM012313.1	7921529	7921591	+
CM023912.1	795994	796094	CM012309.1	56212724	56212824	+
CM023912.1	827153	829952	PDHV02001016.1	322	2697	+
CM023912.1	843032	844220	PDHV02000660.1	341	3269	+
CM023912.1	846418	846574	PDHV02002462.1	1088	1245	+
CM023912.1	847820	847881	PDHV02000718.1	4652	4713	-
CM023912.1	850039	850127	PDHV02004441.1	1079	1167	+
CM023912.1	850940	851020	CM012306.1	283964261	283964340	+
CM023912.1	858636	858724	PDHV02005357.1	265	353	-
CM023912.1	862390	865676	PDHV02001056.1	1193	3141	-
CM023912.1	885964	886235	PDHV02005764.1	608	873	+
CM023912.1	894287	894558	CM012311.1	44781511	44781782	+
CM023912.1	896020	898991	CM012311.1	44785777	44788755	+
CM023912.1	916244	916337	CM012307.1	178715237	178715330	+
CM023912.1	931008	931104	CM012312.1	1274138	1274230	+
CM023912.1	949780	950146	PDHV02000041.1	8540	8940	-
CM023912.1	963045	963153	CM012306.1	209844698	209844806	+
CM023912.1	968021	968071	CM012307.1	199422243	199422293	+
CM023912.1	985897	985983	CM012306.1	209847577	209847661	+
CM023912.1	990339	990861	CM012306.1	209850593	209851699	+
CM023912.1	1046644	1046708	PDHV02000021.1	185311	185375	-
CM023912.1	1051818	1052006	CM012307.1	55331040	55331215	+
CM023912.1	1059880	1059976	CM012307.1	178720970	178721066	+
CM023912.1	1060780	1063534	CM012307.1	178723569	178728615	+
CM023912.1	1064847	1065964	CM012307.1	178735449	178738518	+
CM023912.1	1066638	1068778	CM012307.1	178754788	178756556	+
CM023912.1	1072526	1072694	CM012307.1	178758415	178758584	+
CM023912.1	1074500	1074728	CM012316.1	3869229	3869457	+
CM023912.1	1084077	1084162	CM012310.1	55968013	55968098	+
CM023912.1	1088028	1088357	CM012306.1	158389411	158389750	+
CM023912.1	1108833	1108917	CM012316.1	6102679	6102763	+
CM023912.1	1111419	1111498	CM012310.1	55986344	55986423	+
CM023912.1	1112811	1112891	CM012316.1	6108289	6108364	+
CM023912.1	1112891	1115903	CM012316.1	6105765	6110767	+
CM023912.1	1121334	1123715	CM012316.1	6111094	6112095	+
CM023912.1	1125003	1125707	CM012307.1	201624755	201625416	+
CM023912.1	1132384	1132501	PDHV02003162.1	331	445	-
CM023912.1	1134930	1135118	PDHV02001387.1	716	906	+
CM023912.1	1219120	1219217	PDHV02000020.1	1180810	1180911	+
CM023912.1	1255450	1255556	PDHV02004433.1	410	516	-
CM023912.1	1274174	1274335	PDHV02003510.1	671	850	-
CM023912.1	1280852	1281107	PDHV02001305.1	487	757	-
CM023912.1	1281597	1282172	PDHV02001231.1	0	2064	+
CM023912.1	1283011	1283276	PDHV02002246.1	1368	1621	+
CM023912.1	1283834	1284060	PDHV02001355.1	2060	2286	+
CM023912.1	1284519	1284619	PDHV02001743.1	868	968	+
CM023912.1	1286320	1286460	PDHV02000755.1	4384	4524	-
CM023912.1	1305410	1308919	PDHV02000613.1	1212	4940	+
CM023912.1	1312855	1313823	CM012312.1	53257253	53258218	+
CM023912.1	1318620	1318954	CM012308.1	5701240	5701555	+
CM023912.1	1342904	1344004	PDHV02000931.1	2397	3510	+
CM023912.1	1350809	1350873	CM012323.1	27896966	27897031	+
CM023912.1	1430518	1430625	PDHV02003102.1	999	1106	-
CM023912.1	1461434	1461552	PDHV02000265.1	10739	10857	+
CM023912.1	1470935	1471070	PDHV02000265.1	5742	5877	-
CM023912.1	1480649	1480846	PDHV02000265.1	1513	1705	-
CM023912.1	1486228	1486415	CM012306.1	152878562	152878728	+
CM023912.1	1488772	1489267	CM012312.1	57787539	57789074	+
CM023912.1	1490541	1491079	CM012312.1	57792544	57793139	+
CM023912.1	1580862	1581003	PDHV02001378.1	175	319	+
CM023912.1	1625418	1625573	CM012320.1	4515378	4515533	+
CM023912.1	1629862	1629906	CM012320.1	4516290	4516334	+
CM023912.1	1632852	1633633	PDHV02001412.1	0	2263	-
CM023912.1	1633633	1636464	CM012320.1	4517286	4518348	+
CM023912.1	1641945	1642088	PDHV02000095.1	68468	68609	+
CM023912.1	1668593	1668743	CM012323.1	62120845	62120993	+
CM023912.1	1671046	1671409	PDHV02006073.1	0	389	-
CM023912.1	1696087	1696403	CM012313.1	5067051	5067361	+
CM023912.1	1696479	1700802	CM012322.1	3187003	3194866	+
CM023912.1	1700802	1701570	CM012313.1	5096518	5097156	+
CM023912.1	1717404	1717485	CM012309.1	86788190	86788268	+
CM023912.1	1727373	1727735	CM012313.1	5067486	5067843	+
CM023912.1	1731030	1734138	CM012313.1	5068363	5072778	+
CM023912.1	1737906	1738121	CM012313.1	5074779	5075007	+
CM023912.1	1749240	1749409	CM012313.1	5078708	5078872	+
CM023912.1	1759442	1760304	CM012313.1	5096187	5097174	+
CM023912.1	1850454	1850625	CM012307.1	86979578	86979753	+
CM023912.1	1852370	1852427	CM012308.1	124438855	124438912	+
CM023912.1	1934502	1934547	CM012313.1	21322873	21322918	+
CM023912.1	1940250	1940419	CM012306.1	277522189	277522363	+
CM023912.1	1999675	1999743	CM012310.1	64196191	64196259	+
CM023912.1	2033055	2033251	CM012307.1	138095854	138096061	+
CM023912.1	2163510	2163872	CM012311.1	20560308	20560695	+
CM023912.1	2206624	2206710	CM012323.1	96844218	96844303	+
CM023912.1	2411200	2411269	CM012308.1	154280961	154281028	+
CM023912.1	2461047	2461114	CM012311.1	68492328	68492395	+
CM023912.1	2465924	2466046	CM012306.1	272760208	272760330	+
CM023912.1	2499476	2499568	CM012306.1	242327504	242327596	+
CM023912.1	2605593	2606348	CM012308.1	90201933	90202703	+
CM023912.1	2686788	2687180	CM012309.1	75537465	75537838	+
CM023912.1	2735534	2736202	CM012319.1	2045308	2045978	+
CM023912.1	2761524	2761579	CM012307.1	13556250	13556305	+
CM023912.1	2781206	2781284	CM012307.1	154764214	154764295	+
CM023912.1	2799631	2799815	CM012319.1	2049787	2049971	+
CM023912.1	2800239	2800638	CM012310.1	85001533	85001911	+
CM023912.1	2811963	2812133	CM012319.1	2054340	2054510	+
CM023912.1	2825100	2825216	PDHV02000160.1	23800	23916	-
CM023912.1	2826779	2826852	CM012306.1	24934364	24934438	+
CM023912.1	2829745	2836301	CM012319.1	2058264	2059650	+
CM023912.1	2843543	2845972	CM012310.1	85050127	85050610	+
CM023912.1	2853770	2853860	CM012306.1	139429944	139430027	+
CM023912.1	2863713	2864039	CM012308.1	50368561	50368864	+
CM023912.1	2979926	2980047	CM012308.1	25780280	25780409	+
CM023912.1	2981958	2982053	CM012306.1	129504687	129504781	+
CM023912.1	3038307	3038440	CM012309.1	27723348	27723481	+
CM023912.1	3041466	3041604	CM012309.1	27727085	27727235	+
CM023912.1	3042065	3042246	CM012309.1	27729185	27729366	+
CM023912.1	3043335	3043492	CM012309.1	27731160	27731326	+
CM023912.1	3044081	3044280	CM012309.1	27733973	27734172	+
CM023912.1	3047605	3047733	CM012309.1	27738502	27738630	+
CM023912.1	3051670	3051812	CM012309.1	27748563	27748707	+
CM023912.1	3054136	3054292	CM012309.1	27771526	27771685	+
CM023912.1	3139265	3139697	CM012309.1	75070504	75070918	+
CM023912.1	3173920	3173976	CM012308.1	9015508	9015563	+
CM023912.1	3186500	3186546	CM012306.1	282382405	282382448	+
CM023912.1	3221825	3222638	CM012309.1	74983788	74984560	+
CM023912.1	3274414	3274493	PDHV02000067.1	74101	74177	-
CM023912.1	3274601	3274661	CM012306.1	24934365	24934425	+
CM023912.1	3385614	3385716	CM012309.1	77638821	77638917	+
CM023912.1	3465521	3465636	CM012308.1	68863337	68863452	+
CM023912.1	3511401	3511522	CM012318.1	7870227	7870348	+
CM023912.1	3554491	3554705	CM012309.1	74415849	74416063	+
CM023912.1	3604688	3604750	CM012306.1	252442918	252442980	+
CM023912.1	3691834	3692144	CM012309.1	74517137	74517437	+
CM023912.1	3694231	3694488	CM012306.1	21988178	21988446	+
CM023912.1	3708222	3708278	CM012307.1	47905198	47905254	+
CM023912.1	3762544	3762811	CM012315.1	13754964	13755244	+
CM023912.1	3833396	3833463	CM012308.1	85558083	85558150	+
CM023912.1	3854864	3854935	CM012307.1	114864360	114864438	+
CM023912.1	3907203	3907898	CM012319.1	2045302	2046002	+
CM023912.1	3950846	3950971	CM012308.1	156064497	156064609	+
CM023912.1	4000151	4000328	CM012319.1	2049793	2049970	+
CM023912.1	4008494	4008853	CM012319.1	2050558	2050918	+
CM023912.1	4076888	4076988	CM012310.1	85004111	85004211	+
CM023912.1	4095632	4095749	CM012306.1	93925348	93925467	+
CM023912.1	4112309	4112465	PDHV02000160.1	23800	23960	-
CM023912.1	4117700	4117898	CM012319.1	2058266	2058464	+
CM023912.1	4146877	4146966	CM012319.1	2058733	2058823	+
CM023912.1	4149744	4149849	CM012306.1	42360930	42361032	+
CM023912.1	4152334	4152601	CM012306.1	282566709	282566965	+
CM023912.1	4152656	4152948	CM012323.1	33684453	33684761	+
CM023912.1	4157913	4158128	CM012310.1	85049485	85049703	+
CM023912.1	4187704	4187871	CM012310.1	85050156	85050323	+
CM023912.1	4193453	4193639	PDHV02000160.1	20239	20425	-
CM023912.1	4195959	4196094	CM012310.1	85050947	85051082	+
CM023912.1	4196652	4196789	CM012306.1	91313194	91313337	+
CM023912.1	4196789	4197129	CM012306.1	195377267	195377558	+
CM023912.1	4210582	4210656	CM012306.1	185851910	185851984	+
CM023912.1	4240610	4240673	PDHV02000130.1	12966	13029	-
CM023912.1	4333071	4333145	CM012306.1	56482749	56482823	+
CM023912.1	4341360	4341494	CM012309.1	3210690	3210859	+
CM023912.1	4341494	4341645	CM012306.1	162547315	162547485	+
CM023912.1	4345329	4346751	CM012306.1	211316965	211317857	+
CM023912.1	4348877	4354880	CM012306.1	211371402	211373781	+
CM023912.1	4354887	4356355	CM012306.1	211336054	211337144	+
CM023912.1	4364436	4364590	CM012306.1	211378282	211378430	+
CM023912.1	4372602	4372844	CM012306.1	44800247	44800460	+
CM023912.1	4491325	4491413	PDHV02000021.1	451525	451613	-
CM023912.1	4506031	4506273	CM012309.1	73753773	73754016	+
CM023912.1	4529068	4529619	CM012309.1	73736006	73736766	+
CM023912.1	4644960	4645520	CM012314.1	6113432	6113974	+
CM023912.1	4651257	4654345	CM012314.1	6118558	6121750	+
CM023912.1	4657998	4658081	CM012314.1	6121868	6121951	+
CM023912.1	4760848	4760962	CM012309.1	48349273	48349376	+
CM023912.1	4761310	4761374	CM012323.1	111793588	111793652	+
CM023912.1	4776834	4777089	CM012306.1	72635285	72635541	+
CM023912.1	4777486	4777597	CM012307.1	195253372	195253482	+
CM023912.1	4783577	4783745	CM012313.1	9856523	9856691	+
CM023912.1	4785503	4785751	CM012313.1	9859153	9859386	+
CM023912.1	4791946	4792512	CM012307.1	146085203	146085777	+
CM023912.1	4808420	4808769	CM012314.1	3910125	3910473	+
CM023912.1	4808769	4809046	CM012306.1	41928610	41928919	+
CM023912.1	4845333	4845395	CM012309.1	66245984	66246046	+
CM023912.1	4850782	4850954	CM012308.1	68863289	68863464	+
CM023912.1	4867709	4867941	CM012309.1	73357580	73357801	+
CM023912.1	4883574	4884149	CM012307.1	8212586	8213161	+
CM023912.1	4884297	4884936	CM012307.1	88186	88831	+
CM023912.1	4884936	4885002	PDHV02003685.1	356	430	-
CM023912.1	4904108	4904229	CM012307.1	161730315	161730461	+
CM023912.1	4987520	4987586	CM012313.1	17685072	17685141	+
CM023912.1	5017405	5017499	CM012307.1	5111478	5111572	+
CM023912.1	5070777	5071147	CM012311.1	63071613	63071984	+
CM023912.1	5072044	5072380	CM012311.1	63114525	63114855	+
CM023912.1	5097464	5097976	CM012312.1	24613785	24614323	+
CM023912.1	5190269	5190444	CM012311.1	63046389	63046554	+
