CM023912.1	34906	35209	CM025940.1	57662171	57662474	+
CM023912.1	36279	36540	CM025940.1	57665814	57666076	+
CM023912.1	38333	38843	CM025940.1	57676333	57678061	+
CM023912.1	42022	42113	CM025940.1	57681219	57681310	+
CM023912.1	46483	46631	CM025940.1	57681822	57681970	+
CM023912.1	50917	56267	CM025940.1	57683894	57690401	+
CM023912.1	74205	74259	CM025942.1	9410633	9410687	+
CM023912.1	87613	87956	JACVSS010000046.1	7919158	7919480	+
CM023912.1	108600	109045	JACVSS010003012.1	4069	4491	+
CM023912.1	121340	121466	CM025944.1	22004058	22004190	+
CM023912.1	141652	141751	JACVSS010000030.1	1695041	1695131	+
CM023912.1	144307	145029	CM025943.1	38846956	38847668	+
CM023912.1	190123	190370	CM025940.1	56342153	56342430	+
CM023912.1	197979	199374	CM025940.1	56351537	56354625	+
CM023912.1	201482	201596	CM025940.1	56356275	56356381	+
CM023912.1	203973	204069	CM025940.1	56357482	56357578	+
CM023912.1	209915	211983	CM025940.1	56365933	56367852	+
CM023912.1	277467	277529	JACVSS010000025.1	2334199	2334260	+
CM023912.1	280628	280737	JACVSS010003559.1	50203	50315	-
CM023912.1	320090	320241	CM025938.1	8726301	8726451	+
CM023912.1	339135	339422	CM025940.1	56500510	56500791	+
CM023912.1	341395	341572	CM025940.1	56505879	56506056	+
CM023912.1	345342	345596	CM025940.1	56507273	56507527	+
CM023912.1	346914	347117	CM025940.1	56512153	56512357	+
CM023912.1	382044	383217	CM025940.1	56562454	56565195	+
CM023912.1	385194	388913	CM025940.1	56567523	56570379	+
CM023912.1	418729	418972	CM025941.1	49984663	49984898	+
CM023912.1	428842	429437	CM025950.1	21759889	21760487	+
CM023912.1	436446	436584	CM025949.1	16686719	16686861	+
CM023912.1	499517	499592	CM025938.1	18192778	18192853	+
CM023912.1	517131	517204	JACVSS010002911.1	2174	2247	+
CM023912.1	537584	537789	CM025940.1	36316550	36316763	+
CM023912.1	538916	539129	CM025941.1	49829505	49829719	+
CM023912.1	540373	540660	CM025945.1	45060019	45060305	+
CM023912.1	543389	543576	CM025940.1	36340415	36340602	+
CM023912.1	550723	550831	CM025940.1	36345356	36345460	+
CM023912.1	552359	555481	CM025945.1	45081409	45082363	+
CM023912.1	562568	562698	CM025945.1	45090789	45090919	+
CM023912.1	565969	566093	CM025940.1	36415534	36415658	+
CM023912.1	567085	567305	CM025940.1	36425940	36426163	+
CM023912.1	567640	567890	CM025945.1	45107745	45107996	+
CM023912.1	570973	572529	CM025940.1	36491590	36494425	+
CM023912.1	575538	575767	CM025945.1	45116105	45116331	+
CM023912.1	580204	584922	CM025945.1	45129322	45130067	+
CM023912.1	622903	626646	JACVSS010001771.1	410599	417059	+
CM023912.1	637338	638847	JACVSS010001771.1	431104	432435	+
CM023912.1	641767	643789	JACVSS010001771.1	436863	441033	+
CM023912.1	657734	657808	CM025956.1	48139813	48139887	+
CM023912.1	668069	668231	JACVSS010001771.1	465509	465672	+
CM023912.1	672562	672639	CM025952.1	19835487	19835562	+
CM023912.1	686384	686552	JACVSS010000048.1	1434686	1434851	+
CM023912.1	692450	693828	JACVSS010001771.1	548086	549547	+
CM023912.1	694678	694793	JACVSS010001771.1	551739	551860	+
CM023912.1	699383	699525	JACVSS010003173.1	15375	15521	+
CM023912.1	702707	714580	JACVSS010003173.1	19986	37685	+
CM023912.1	718592	718777	JACVSS010003173.1	43521	43705	+
CM023912.1	725705	725825	JACVSS010003173.1	56647	56767	+
CM023912.1	735264	735565	JACVSS010003173.1	118411	118676	+
CM023912.1	738178	740062	JACVSS010003173.1	145888	150385	+
CM023912.1	746248	746413	JACVSS010003173.1	179783	180008	+
CM023912.1	747334	748269	JACVSS010003173.1	184460	185149	+
CM023912.1	751113	751168	JACVSS010003173.1	188794	188849	+
CM023912.1	752617	760457	JACVSS010003173.1	191535	197635	+
CM023912.1	761113	761263	CM025946.1	43798291	43798452	+
